id,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
287,1,1,1,http://ams.gf.com.cn,ams.gf.com.cn,1,ams.gf.com.cn,10.2.68.116,0,0,80,200,OK,入网规范管理平台,NWebServer,10.0.0.0/8,AS-,-,内网IP,内网IP,IP138Query
219,0,0,1,http://apm.gf.com.cn,apm.gf.com.cn,1,apm.gf.com.cn,163.177.38.187,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='apm.gf.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000015359071A30>, 'Connection to apm.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,163.177.38.0/23,AS136958,China Unicom Guangdong IP Network,中国广东省广州市,联通,IP138Query
220,0,0,1,https://apm.gf.com.cn,apm.gf.com.cn,1,apm.gf.com.cn,163.177.38.187,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='apm.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001535906D100>, 'Connection to apm.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,163.177.38.0/23,AS136958,China Unicom Guangdong IP Network,中国广东省广州市,联通,IP138Query
139,1,1,1,https://arms.gf.com.cn,arms.gf.com.cn,1,arms.ns.gf.com.cn,183.232.63.14,1,1,443,200,OK,Welcome to nginx!,nginx/1.12.1,183.232.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省广州市,移动,IP138Query
234,0,0,1,http://arms.gf.com.cn,arms.gf.com.cn,1,arms.ns.gf.com.cn,183.232.63.14,1,0,80,,"(ReadTimeoutError(""HTTPSConnectionPool(host='arms.gf.com.cn', port=443): Read timed out. (read timeout=3.05)""),)",,,183.232.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省广州市,移动,IP138Query
322,1,1,1,http://arms.ns.gf.com.cn,arms.ns.gf.com.cn,2,arms.ns.gf.com.cn,163.177.14.135,1,1,80,403,Forbidden,您的访问请求可能对网站造成安全威胁，请求已被阻断。,,163.177.14.0/23,AS136958,China Unicom Guangdong IP Network,中国广东省广州市,联通,HackerTargetQuery
323,1,1,1,https://arms.ns.gf.com.cn,arms.ns.gf.com.cn,2,arms.ns.gf.com.cn,163.177.14.135,1,1,443,200,OK,Welcome to nginx!,nginx/1.12.1,163.177.14.0/23,AS136958,China Unicom Guangdong IP Network,中国广东省广州市,联通,HackerTargetQuery
38,1,1,1,https://ask.gf.com.cn,ask.gf.com.cn,1,ask.ns.gf.com.cn,183.232.63.22,1,1,443,200,OK,知识库,nginx/1.12.1,183.232.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省广州市,移动,CrtshQuery
129,1,1,1,http://ask.gf.com.cn,ask.gf.com.cn,1,ask.ns.gf.com.cn,183.232.63.22,1,1,80,200,OK,知识库,nginx/1.12.1,183.232.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省广州市,移动,CrtshQuery
385,1,1,1,http://ask.ns.gf.com.cn,ask.ns.gf.com.cn,2,ask.ns.gf.com.cn,183.232.63.22,1,1,80,200,OK,手机证券下载,"nginx/1.12.1,Express",183.232.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省广州市,移动,HackerTargetQuery
389,1,1,1,https://ask.ns.gf.com.cn,ask.ns.gf.com.cn,2,ask.ns.gf.com.cn,183.232.63.22,1,1,443,200,OK,手机证券下载,"nginx/1.12.1,Express",183.232.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省广州市,移动,HackerTargetQuery
567,0,0,1,https://audit.gf.com.cn,audit.gf.com.cn,1,"audit.gf.com.cn,audit.gf.com.cn","10.2.66.126,10.35.88.126","0,0",0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='audit.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001535AB637F0>, 'Connection to audit.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,"10.0.0.0/8,10.0.0.0/8","AS-,AS-","-,-","内网IP,内网IP","内网IP,内网IP",Brute
668,1,1,1,http://audit.gf.com.cn,audit.gf.com.cn,1,"audit.gf.com.cn,audit.gf.com.cn","10.2.66.126,10.35.88.126","0,0",0,80,200,OK,入网规范管理平台,NWebServer,"10.0.0.0/8,10.0.0.0/8","AS-,AS-","-,-","内网IP,内网IP","内网IP,内网IP",Brute
157,1,1,1,https://auth.gf.com.cn,auth.gf.com.cn,1,auth.ns.gf.com.cn,116.31.73.144,1,1,443,404,,"'{""error_no"":-404,""error_code"":30004,""error"":""not_found"",""error_description"":""接口不存在""}'",,116.31.72.0/22,AS58466,ChinaNet Guangdong Province Network,中国广东省广州市,电信,IP138Query
163,0,0,1,http://auth.gf.com.cn,auth.gf.com.cn,1,auth.ns.gf.com.cn,116.31.73.144,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='auth.gf.com.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000015358DC6D60>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。'))""),)",,,116.31.72.0/22,AS58466,ChinaNet Guangdong Province Network,中国广东省广州市,电信,IP138Query
273,1,1,1,https://auth.ns.gf.com.cn,auth.ns.gf.com.cn,2,auth.ns.gf.com.cn,116.31.73.144,1,1,443,404,,"'{""error_no"":-404,""error_code"":30004,""error"":""not_found"",""error_description"":""接口不存在""}'",,116.31.72.0/22,AS58466,ChinaNet Guangdong Province Network,中国广东省广州市,电信,HackerTargetQuery
290,0,0,1,http://auth.ns.gf.com.cn,auth.ns.gf.com.cn,2,auth.ns.gf.com.cn,116.31.73.144,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='auth.ns.gf.com.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000153593C3700>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。'))""),)",,,116.31.72.0/22,AS58466,ChinaNet Guangdong Province Network,中国广东省广州市,电信,HackerTargetQuery
53,0,0,1,http://autodiscover.gf.com.cn,autodiscover.gf.com.cn,1,autodiscover.ns.gf.com.cn,218.19.190.41,1,1,80,,"(ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)),)",,,218.19.0.0/16,AS4134,China Telecom,中国广东省广州市,电信,CrtshQuery
246,1,1,1,https://autodiscover.gf.com.cn,autodiscover.gf.com.cn,1,autodiscover.ns.gf.com.cn,218.19.190.41,1,1,443,200,OK,Outlook Web App,"Microsoft-IIS/8.5,ASP.NET",218.19.0.0/16,AS4134,China Telecom,中国广东省广州市,电信,CrtshQuery
317,0,0,1,http://autodiscover.ns.gf.com.cn,autodiscover.ns.gf.com.cn,2,autodiscover.ns.gf.com.cn,218.19.190.41,1,1,80,,"(ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)),)",,,218.19.0.0/16,AS4134,China Telecom,中国广东省广州市,电信,HackerTargetQuery
318,0,0,1,https://autodiscover.ns.gf.com.cn,autodiscover.ns.gf.com.cn,2,autodiscover.ns.gf.com.cn,218.19.190.41,1,1,443,,"(ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)),)",,,218.19.0.0/16,AS4134,China Telecom,中国广东省广州市,电信,HackerTargetQuery
337,0,0,1,http://autodiscover.oa.gf.com.cn,autodiscover.oa.gf.com.cn,2,autodiscover.oa.gf.com.cn,121.8.153.21,1,1,80,,"(MaxRetryError(""HTTPConnectionPool(host='autodiscover.oa.gf.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000015358D92F40>, 'Connection to autodiscover.oa.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,121.8.0.0/16,AS4134,China Telecom,中国广东省广州市,电信,CensysAPIQuery
338,0,0,1,https://autodiscover.oa.gf.com.cn,autodiscover.oa.gf.com.cn,2,autodiscover.oa.gf.com.cn,121.8.153.21,1,1,443,,"(MaxRetryError(""HTTPSConnectionPool(host='autodiscover.oa.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000015358F40130>, 'Connection to autodiscover.oa.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,121.8.0.0/16,AS4134,China Telecom,中国广东省广州市,电信,CensysAPIQuery
178,1,1,1,http://behavior.gf.com.cn,behavior.gf.com.cn,1,behavior.ns.gf.com.cn,163.177.14.157,1,1,80,200,OK,Welcome to nginx!,nginx/1.10.2,163.177.14.0/23,AS136958,China Unicom Guangdong IP Network,中国广东省广州市,联通,IP138Query
180,1,1,1,https://behavior.gf.com.cn,behavior.gf.com.cn,1,behavior.ns.gf.com.cn,163.177.14.157,1,1,443,200,OK,Welcome to nginx!,nginx/1.10.2,163.177.14.0/23,AS136958,China Unicom Guangdong IP Network,中国广东省广州市,联通,IP138Query
459,0,0,1,https://bi.gf.com.cn,bi.gf.com.cn,1,bi.gf.com.cn,10.2.86.124,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='bi.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001535A7C51C0>, 'Connection to bi.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
560,1,1,1,http://bi.gf.com.cn,bi.gf.com.cn,1,bi.gf.com.cn,10.2.86.124,0,0,80,200,OK,入网规范管理平台,NWebServer,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
171,1,1,1,https://bjhippo3.gf.com.cn,bjhippo3.gf.com.cn,1,bjhippo3.ns.gf.com.cn,124.207.2.28,1,0,443,403,Forbidden,403 Forbidden,nginx/1.10.2,124.207.0.0/17,AS4808,China Unicom,中国北京北京市,鹏博士,IP138Query
181,0,0,1,http://bjhippo3.gf.com.cn,bjhippo3.gf.com.cn,1,bjhippo3.ns.gf.com.cn,124.207.2.28,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='bjhippo3.gf.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000015358E360A0>, 'Connection to bjhippo3.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,124.207.0.0/17,AS4808,China Unicom,中国北京北京市,鹏博士,IP138Query
699,0,0,1,https://bms.gf.com.cn,bms.gf.com.cn,1,bms.gf.com.cn,10.2.88.69,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='bms.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001535A808250>, 'Connection to bms.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
760,1,1,1,http://bms.gf.com.cn,bms.gf.com.cn,1,bms.gf.com.cn,10.2.88.69,0,0,80,200,OK,入网规范管理平台,NWebServer,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
441,0,0,1,http://bond.gf.com.cn,bond.gf.com.cn,1,bond.gf.com.cn,121.8.153.35,1,1,80,,"(MaxRetryError(""HTTPConnectionPool(host='bond.gf.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000153575D46D0>, 'Connection to bond.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,121.8.0.0/16,AS4134,China Telecom,中国广东省广州市,电信,Brute
442,0,0,1,https://bond.gf.com.cn,bond.gf.com.cn,1,bond.gf.com.cn,121.8.153.35,1,1,443,,"(MaxRetryError(""HTTPSConnectionPool(host='bond.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001535A789CD0>, 'Connection to bond.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,121.8.0.0/16,AS4134,China Telecom,中国广东省广州市,电信,Brute
403,0,0,1,https://bpm.gf.com.cn,bpm.gf.com.cn,1,bpm.gf.com.cn,10.2.66.77,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='bpm.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001535A5E5670>, 'Connection to bpm.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
495,1,1,1,http://bpm.gf.com.cn,bpm.gf.com.cn,1,bpm.gf.com.cn,10.2.66.77,0,0,80,200,OK,入网规范管理平台,NWebServer,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
203,0,0,1,https://bpmuatps2.gf.com.cn,bpmuatps2.gf.com.cn,1,bpmuatps2.gf.com.cn,10.2.122.176,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='bpmuatps2.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x00000153590EA430>, 'Connection to bpmuatps2.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,IP138Query
283,1,1,1,http://bpmuatps2.gf.com.cn,bpmuatps2.gf.com.cn,1,bpmuatps2.gf.com.cn,10.2.122.176,0,0,80,200,OK,入网规范管理平台,NWebServer,10.0.0.0/8,AS-,-,内网IP,内网IP,IP138Query
429,0,0,1,https://brand.gf.com.cn,brand.gf.com.cn,1,brand.gf.com.cn,10.2.66.126,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='brand.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001535A7076A0>, 'Connection to brand.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
534,1,1,1,http://brand.gf.com.cn,brand.gf.com.cn,1,brand.gf.com.cn,10.2.66.126,0,0,80,200,OK,入网规范管理平台,NWebServer,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
640,0,0,1,https://bsc.gf.com.cn,bsc.gf.com.cn,1,bsc.gf.com.cn,10.2.86.145,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='bsc.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x00000153591BDB50>, 'Connection to bsc.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
730,1,1,1,http://bsc.gf.com.cn,bsc.gf.com.cn,1,bsc.gf.com.cn,10.2.86.145,0,0,80,200,OK,入网规范管理平台,NWebServer,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
538,0,0,1,https://budget.gf.com.cn,budget.gf.com.cn,1,budget.gf.com.cn,10.2.66.152,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='budget.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000015358E46700>, 'Connection to budget.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
638,1,1,1,http://budget.gf.com.cn,budget.gf.com.cn,1,budget.gf.com.cn,10.2.66.152,0,0,80,200,OK,入网规范管理平台,NWebServer,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
428,0,0,1,https://cabot.gf.com.cn,cabot.gf.com.cn,1,cabot.gf.com.cn,10.2.86.108,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='cabot.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000015358E69340>, 'Connection to cabot.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
533,1,1,1,http://cabot.gf.com.cn,cabot.gf.com.cn,1,cabot.gf.com.cn,10.2.86.108,0,0,80,200,OK,入网规范管理平台,NWebServer,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
592,0,0,1,https://cap.gf.com.cn,cap.gf.com.cn,1,cap.gf.com.cn,10.35.68.85,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='cap.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000015359381730>, 'Connection to cap.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
688,1,1,1,http://cap.gf.com.cn,cap.gf.com.cn,1,cap.gf.com.cn,10.35.68.85,0,0,80,200,OK,入网规范管理平台,NWebServer,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
354,1,1,1,https://cbs.gf.com.cn,cbs.gf.com.cn,1,"991fce643581b326.cdn.jiashule.com,991fce643581b326.cdn.jiashule.com","116.55.250.241,111.47.226.189","1,1",1,443,200,OK,,,"116.55.250.0/24,111.47.224.0/20","AS134765,AS9808","CHINANET Yunnan province IDC1 network,Guangdong Mobile Communication Co.Ltd.","中国云南省昆明市,中国湖北省武汉市","电信,移动",RapidDNSQuery
458,1,1,1,http://cbs.gf.com.cn,cbs.gf.com.cn,1,"991fce643581b326.cdn.jiashule.com,991fce643581b326.cdn.jiashule.com","116.55.250.241,111.47.226.189","1,1",1,80,200,OK,,,"116.55.250.0/24,111.47.224.0/20","AS134765,AS9808","CHINANET Yunnan province IDC1 network,Guangdong Mobile Communication Co.Ltd.","中国云南省昆明市,中国湖北省武汉市","电信,移动",RapidDNSQuery
252,1,1,1,https://cbs.ns.gf.com.cn,cbs.ns.gf.com.cn,2,cbs.ns.gf.com.cn,121.8.153.22,1,1,443,200,OK,,,121.8.0.0/16,AS4134,China Telecom,中国广东省广州市,电信,HackerTargetQuery
342,0,0,1,http://cbs.ns.gf.com.cn,cbs.ns.gf.com.cn,2,cbs.ns.gf.com.cn,121.8.153.22,1,1,80,,"(MaxRetryError(""HTTPSConnectionPool(host='cbs.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000015359373520>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))""),)",,,121.8.0.0/16,AS4134,China Telecom,中国广东省广州市,电信,HackerTargetQuery
714,0,0,1,https://ccs.gf.com.cn,ccs.gf.com.cn,1,ccs.gf.com.cn,10.2.66.160,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='ccs.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001535A949A00>, 'Connection to ccs.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
771,1,1,1,http://ccs.gf.com.cn,ccs.gf.com.cn,1,ccs.gf.com.cn,10.2.66.160,0,0,80,200,OK,入网规范管理平台,NWebServer,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
66,1,1,1,http://cdn.gf.com.cn,cdn.gf.com.cn,1,cdn.ns.gf.com.cn,163.177.14.135,1,1,80,403,Forbidden,403 Forbidden,,163.177.14.0/23,AS136958,China Unicom Guangdong IP Network,中国广东省广州市,联通,BinaryEdgeAPIQuery
67,1,1,1,https://cdn.gf.com.cn,cdn.gf.com.cn,1,cdn.ns.gf.com.cn,163.177.14.135,1,1,443,403,Forbidden,403 Forbidden,nginx/1.12.1,163.177.14.0/23,AS136958,China Unicom Guangdong IP Network,中国广东省广州市,联通,BinaryEdgeAPIQuery
198,1,1,1,http://cdn.ns.gf.com.cn,cdn.ns.gf.com.cn,2,cdn.ns.gf.com.cn,119.29.46.127,1,1,80,200,OK,手机证券下载,"nginx/1.12.1,Express",119.29.46.0/23,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国广东省广州市,电信,BinaryEdgeAPIQuery
201,1,1,1,https://cdn.ns.gf.com.cn,cdn.ns.gf.com.cn,2,cdn.ns.gf.com.cn,119.29.46.127,1,1,443,200,OK,手机证券下载,"nginx/1.12.1,Express",119.29.46.0/23,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国广东省广州市,电信,BinaryEdgeAPIQuery
268,1,1,1,http://cdndev.gf.com.cn,cdndev.gf.com.cn,1,cdndev.gf.com.cn,121.8.190.121,1,1,80,200,OK,'121.13.218.229',,121.8.0.0/16,AS4134,China Telecom,中国广东省广州市,电信,HackerTargetQuery
272,1,1,1,https://cdndev.gf.com.cn,cdndev.gf.com.cn,1,cdndev.gf.com.cn,121.8.190.121,1,1,443,403,Forbidden,403 Forbidden,,121.8.0.0/16,AS4134,China Telecom,中国广东省广州市,电信,HackerTargetQuery
2,1,1,1,http://chat.gf.com.cn,chat.gf.com.cn,1,chat.ns.gf.com.cn,183.232.63.22,1,1,80,403,Forbidden,您的访问请求可能对网站造成安全威胁，请求已被阻断。,,183.232.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省广州市,移动,CertSpotterQuery
3,1,1,1,https://chat.gf.com.cn,chat.gf.com.cn,1,chat.ns.gf.com.cn,183.232.63.22,1,1,443,404,Not Found,'Not Found',"nginx/1.12.1,Express",183.232.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省广州市,移动,CertSpotterQuery
153,1,1,1,https://chat.ns.gf.com.cn,chat.ns.gf.com.cn,2,chat.ns.gf.com.cn,183.232.63.22,1,1,443,200,OK,手机证券下载,"nginx/1.12.1,Express",183.232.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省广州市,移动,BinaryEdgeAPIQuery
156,1,1,1,http://chat.ns.gf.com.cn,chat.ns.gf.com.cn,2,chat.ns.gf.com.cn,183.232.63.22,1,1,80,200,OK,手机证券下载,"nginx/1.12.1,Express",183.232.0.0/18,AS56040,China Mobile Communications Corporation,中国广东省广州市,移动,BinaryEdgeAPIQuery
494,0,0,1,https://ci.gf.com.cn,ci.gf.com.cn,1,ci.gf.com.cn,10.2.110.210,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='ci.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001535A95F040>, 'Connection to ci.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
601,1,1,1,http://ci.gf.com.cn,ci.gf.com.cn,1,ci.gf.com.cn,10.2.110.210,0,0,80,200,OK,入网规范管理平台,NWebServer,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
692,0,0,1,https://cims.gf.com.cn,cims.gf.com.cn,1,"cims.gf.com.cn,cims.gf.com.cn","10.2.66.126,10.35.88.126","0,0",0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='cims.gf.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001535A83D610>, 'Connection to cims.gf.com.cn timed out. (connect timeout=3.05)'))""),)",,,"10.0.0.0/8,10.0.0.0/8","AS-,AS-","-,-","内网IP,内网IP","内网IP,内网IP",Brute
764,1,1,1,http://cims.gf.com.cn,cims.gf.com.cn,1,"cims.gf.com.cn,cims.gf.com.cn","10.2.66.126,10.35.88.126","0,0",0,80,200,OK,入网规范管理平台,NWebServer,"10.0.0.0/8,10.0.0.0/8","AS-,AS-","-,-","内网IP,内网IP","内网IP,内网IP",Brute
